Artist,Nationality,Gender,Race,Ethnicity,Title,Year
A. R. Penck,German,Male,White,Not Hispanic or Latinx,The Demon of Curiosity,1995
A. R. Penck,German,Male,White,Not Hispanic or Latinx,The Demon of Curiosity,2001
Aaron Siskind,American,Male,White,Not Hispanic or Latinx,New York 2,1986
Aaron Siskind,American,Male,White,Not Hispanic or Latinx,New York 2,1991
Aaron Siskind,American,Male,White,Not Hispanic or Latinx,New York 2,1995
Aaron Siskind,American,Male,White,Not Hispanic or Latinx,New York 2,2001
Adolph Gottlieb,American,Male,White,Not Hispanic or Latinx,Descent into Darkness,1995
Adolph Gottlieb,American,Male,White,Not Hispanic or Latinx,Descent into Darkness,2001
Adolphe William Bouguereau,French,Male,White,Not Hispanic or Latinx,Nymphs and a Satyr,2007
Adolphe William Bouguereau,French,Male,White,Not Hispanic or Latinx,Nymphs and a Satyr,2011
Albert Bierstadt,German-American,Male,White,Not Hispanic or Latinx,"The Rocky Mountains, Lander's Peak",2007
Albert Pinkham Ryder,American,Male,White,Not Hispanic or Latinx,Siegfried and the Rhine Maidens,2007
Albert Pinkham Ryder,American,Male,White,Not Hispanic or Latinx,Siegfried and the Rhine Maidens,2011
Albert Renger-Patzsch,German,Male,White,Not Hispanic or Latinx,Potter's Hands,1986
Albert Renger-Patzsch,German,Male,White,Not Hispanic or Latinx,Potter's Hands,1991
Albert Renger-Patzsch,German,Male,White,Not Hispanic or Latinx,Potter's Hands,1995
Albert Renger-Patzsch,German,Male,White,Not Hispanic or Latinx,Potter's Hands,2001
Alexander Cozens,British,Male,White,Not Hispanic or Latinx,"Landscape, from A New Method of Assisting the Invention in Drawing Original Compositions of Landscape",1977
Alexander Cozens,British,Male,White,Not Hispanic or Latinx,"Landscape, from A New Method of Assisting the Invention in Drawing Original Compositions of Landscape",1986
Alexander Cozens,British,Male,White,Not Hispanic or Latinx,"Landscape, from A New Method of Assisting the Invention in Drawing Original Compositions of Landscape",1991
Alexander Cozens,British,Male,White,Not Hispanic or Latinx,"Landscape, from A New Method of Assisting the Invention in Drawing Original Compositions of Landscape",1995
Alexander Cozens,British,Male,White,Not Hispanic or Latinx,"Landscape, from A New Method of Assisting the Invention in Drawing Original Compositions of Landscape",2001
Alexander Gardner,Scottish,Male,White,Not Hispanic or Latinx,"Home of a Rebel Sharpshooter, Gettysburg",1986
Alexander Gardner,Scottish,Male,White,Not Hispanic or Latinx,"Home of a Rebel Sharpshooter, Gettysburg",1991
Alexander Gardner,Scottish,Male,White,Not Hispanic or Latinx,"Home of a Rebel Sharpshooter, Gettysburg",1995
Alexander Gardner,Scottish,Male,White,Not Hispanic or Latinx,"Home of a Rebel Sharpshooter, Gettysburg",2001
Alexander Rodchenko,Russian,Male,White,Not Hispanic or Latinx,"Advertisement: ""Books!""",2007
Alexander Rodchenko,Russian,Male,White,Not Hispanic or Latinx,"Advertisement: ""Books!""",2011
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,Equivalents,1986
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,The Steerage,1986
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,Equivalents,1991
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,The Steerage,1991
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,Equivalents,1995
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,The Steerage,1995
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,Equivalents,2001
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,The Steerage,2001
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,Equivalents,2007
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,The City of Ambition,2007
Alfred Stieglitz,American,Male,White,Not Hispanic or Latinx,The City of Ambition,2011
Ando Hiroshige,Japanese,Male,Asian,Not Hispanic or Latinx,"Plum Estate, Kameido, from the series, One Hundred Famous Views of Edo",2007
Ando Hiroshige,Japanese,Male,Asian,Not Hispanic or Latinx,"Plum Estate, Kameido, from the series, One Hundred Famous Views of Edo",2011
André Derain,French,Male,White,Not Hispanic or Latinx,Mountains at Collioure,2007
André Derain,French,Male,White,Not Hispanic or Latinx,Mountains at Collioure,2011
André Kertész,Hungarian ,Male,White,Not Hispanic or Latinx,Blind Musician,1986
André Kertész,Hungarian,Male,White,Not Hispanic or Latinx,Blind Musician,1991
André Kertész,Hungarian,Male,White,Not Hispanic or Latinx,Blind Musician,1995
André Kertész,Hungarian,Male,White,Not Hispanic or Latinx,Blind Musician,2001
André Masson,French,Male,White,Not Hispanic or Latinx,Battle of Fishes,2007
Andy Warhol,American,Male,White,Not Hispanic or Latinx,Gold Marilyn Monroe,1991
Andy Warhol,American,Male,White,Not Hispanic or Latinx,Gold Marilyn Monroe,1995
Andy Warhol,American,Male,White,Not Hispanic or Latinx,Gold Marilyn Monroe,2001
Andy Warhol,American,Male,White,Not Hispanic or Latinx,Gold Marilyn Monroe,2007
Andy Warhol,American,Male,White,Not Hispanic or Latinx,Campbell's Soup Cans,2011
Angelica Kauffmann,Swiss,Female,White,Not Hispanic or Latinx,The Artist in the Character of Design Listening to the Inspiration of Poetry,1991
Angelica Kauffmann,Swiss,Female,White,Not Hispanic or Latinx,The Artist in the Character of Design Listening to the Inspiration of Poetry,1995
Angelica Kauffmann,Swiss,Female,White,Not Hispanic or Latinx,The Artist in the Character of Design Listening to the Inspiration of Poetry,2001
Angelica Kauffmann,Swiss,Female,White,Not Hispanic or Latinx,Cornelia Presenting Her Children as Her Treasures (Mother of the Gracchi),2007
Angelica Kauffmann,Swiss,Female,White,Not Hispanic or Latinx,Cornelia Presenting Her Children as Her Treasures (Mother of the Gracchi),2011
Anne Louis Girodet Trioson,French,Male,White,Not Hispanic or Latinx,The Funeral of Atala,1995
Anne Louis Girodet Trioson,French,Male,White,Not Hispanic or Latinx,The Funeral of Atala,2001
Anne Louis Girodet Trioson,French,Male,White,Not Hispanic or Latinx,The Sleep of Endymion,2007
Anne Louis Girodet Trioson,French,Male,White,Not Hispanic or Latinx,The Sleep of Endymion,2011
Annette Lemieux,American,Female,White,Not Hispanic or Latinx,Truth,1991
Annette Lemieux,American,Female,White,Not Hispanic or Latinx,Truth,1995
Ansel Adams,American,Male,White,Not Hispanic or Latinx,"Moonrise, Hernandez, New Mexico",1986
Ansel Adams,American,Male,White,Not Hispanic or Latinx,"Moonrise, Hernandez, New Mexico",1991
Ansel Adams,American,Male,White,Not Hispanic or Latinx,"Moonrise, Hernandez, New Mexico",1995
Ansel Adams,American,Male,White,Not Hispanic or Latinx,"Moonrise, Hernandez, New Mexico",2001
Anselm Kiefer,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,1986
Anselm Kiefer,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,1991
Anselm Kiefer,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,1995
Anselm Kiefer,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,2001
Anselm Kiefer,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,2007
Anselm Kiefer,German,Male,White,Not Hispanic or Latinx,To the Unknown Painter,2011
Antoine Jean Gros,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1963
Antoine Jean Gros,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1969
Antoine Jean Gros,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1977
Antoine Jean Gros,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1986
Antoine Jean Gros,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1991
Antoine Jean Gros,French,Male,White,Not Hispanic or Latinx,Napoleon at Arcole,1995
Antoine Jean Gros,French,Male,White,Not Hispanic or Latinx,"Napoleon in the Pesthouse at Jaffa, 11 March 1799",2001
Antoine Jean Gros,French,Male,White,Not Hispanic or Latinx,"Napoleon in the Pesthouse at Jaffa, 11 March 1799",2007
Antoine Jean Gros,French,Male,White,Not Hispanic or Latinx,"Napoleon in the Pesthouse at Jaffa, 11 March 1799",2011
Anton Raphael Mengs,German,Male,White,Not Hispanic or Latinx,Parnassus,2007
Anton Raphael Mengs,German,Male,White,Not Hispanic or Latinx,Parnassus,2011
Antonio Sant'Elia,Italian,Male,White,Not Hispanic or Latinx,The New City,2007
Arshile Gorky,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,1977
Arshile Gorky,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,1986
Arshile Gorky,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,1991
Arshile Gorky,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,1995
Arshile Gorky,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,2001
Arshile Gorky,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,2007
Arshile Gorky,Armenian-American,Male,White,Not Hispanic or Latinx,The Liver Is the Cock's Comb,2011
Arthur Dove,American,Male,White,Not Hispanic or Latinx,Foghorns,1991
Arthur Dove,American,Male,White,Not Hispanic or Latinx,Foghorns,1995
Arthur Dove,American,Male,White,Not Hispanic or Latinx,Foghorns,2001
Arthur Dove,American,Male,White,Not Hispanic or Latinx,Plant Forms,2007
Arthur Dove,American,Male,White,Not Hispanic or Latinx,Plant Forms,2011
Aubrey Beardsley,British,Male,White,Not Hispanic or Latinx,Salomé,1969
Aubrey Beardsley,British,Male,White,Not Hispanic or Latinx,Salomé,1977
Aubrey Beardsley,British,Male,White,Not Hispanic or Latinx,Salomé,1986
Aubrey Beardsley,British,Male,White,Not Hispanic or Latinx,Salomé,1991
Aubrey Beardsley,British,Male,White,Not Hispanic or Latinx,Salomé,1995
Aubrey Beardsley,British,Male,White,Not Hispanic or Latinx,Salomé,2001
Aubrey Beardsley,British,Male,White,Not Hispanic or Latinx,Salomé,2007
Aubrey Beardsley,British,Male,White,Not Hispanic or Latinx,Salomé,2011
Audrey Flack,American,Female,White,Not Hispanic or Latinx,Queen,1986
Audrey Flack,American,Female,White,Not Hispanic or Latinx,Queen,1991
Audrey Flack,American,Female,White,Not Hispanic or Latinx,Queen,1995
Audrey Flack,American,Female,White,Not Hispanic or Latinx,Queen,2001
August Sander,German,Male,White,Not Hispanic or Latinx,"Pastry Cook, Cologne",1986
August Sander,German,Male,White,Not Hispanic or Latinx,"Pastry Cook, Cologne",1991
August Sander,German,Male,White,Not Hispanic or Latinx,"Pastry Cook, Cologne",1995
August Sander,German,Male,White,Not Hispanic or Latinx,"Pastry Cook, Cologne",2001
Auguste Renoir,French,Male,White,Not Hispanic or Latinx,Le Moulin de la Galette,1963
Auguste Renoir,French,Male,White,Not Hispanic or Latinx,Le Moulin de la Galette,1969
Auguste Renoir,French,Male,White,Not Hispanic or Latinx,Le Moulin de la Galette,1977
Auguste Renoir,French,Male,White,Not Hispanic or Latinx,Le Moulin de la Galette,1986
Auguste Renoir,French,Male,White,Not Hispanic or Latinx,Le Moulin de la Galette,1991
Auguste Renoir,French,Male,White,Not Hispanic or Latinx,Le Moulin de la Galette,1995
Auguste Renoir,French,Male,White,Not Hispanic or Latinx,Luncheon of the Boating Party,2001
Auguste Renoir,French,Male,White,Not Hispanic or Latinx,Luncheon of the Boating Party,2007
Auguste Renoir,French,Male,White,Not Hispanic or Latinx,Luncheon of the Boating Party,2011
Augustus Washington,American,Male,Black or African American,Not Hispanic or Latinx,John Brown,2007
Augustus Washington,American,Male,Black or African American,Not Hispanic or Latinx,John Brown,2011
Barbara Kruger,American,Female,White,Not Hispanic or Latinx,You Are a Captive Audience,1995
Barbara Kruger,American,Female,White,Not Hispanic or Latinx,You Are a Captive Audience,2001
Barbara Kruger,American,Female,White,Not Hispanic or Latinx,You Are a Captive Audience,2007
Barbara Kruger,American,Female,White,Not Hispanic or Latinx,Untitled (We Won't Plat Nature to Your Culture),2011
Barnett Newman,American,Male,White,Not Hispanic or Latinx,Vir Heroicus Sublimis,2007
Ben Nicholson,British,Male,White,Not Hispanic or Latinx,Painted Relief,1991
Ben Nicholson,British,Male,White,Not Hispanic or Latinx,Painted Relief,1995
Ben Nicholson,British,Male,White,Not Hispanic or Latinx,Painted Relief,2001
Benjamin West,American,Male,White,Not Hispanic or Latinx,The Death of General Wolfe,1963
Benjamin West,American,Male,White,Not Hispanic or Latinx,The Death of General Wolfe,1969
Benjamin West,American,Male,White,Not Hispanic or Latinx,The Death of General Wolfe,1977
Benjamin West,American,Male,White,Not Hispanic or Latinx,The Death of General Wolfe,1986
Benjamin West,American,Male,White,Not Hispanic or Latinx,The Death of General Wolfe,1991
Benjamin West,American,Male,White,Not Hispanic or Latinx,The Death of General Wolfe,1995
Benjamin West,American,Male,White,Not Hispanic or Latinx,The Death of General Wolfe,2001
Benjamin West,American,Male,White,Not Hispanic or Latinx,The Death of General Wolfe,2007
Benjamin West,American,Male,White,Not Hispanic or Latinx,The Death of General Wolfe,2011
Berenice Abbott,American,Female,White,Not Hispanic or Latinx,Transformation of Energy,1986
Berenice Abbott,American,Female,White,Not Hispanic or Latinx,Transformation of Energy,1991
Berenice Abbott,American,Female,White,Not Hispanic or Latinx,Transformation of Energy,1995
Berenice Abbott,American,Female,White,Not Hispanic or Latinx,Transformation of Energy,2001
Berthe Morisot,French,Female,White,Not Hispanic or Latinx,The Artist's Sister Edma and Their Mother,1986
Berthe Morisot,French,Female,White,Not Hispanic or Latinx,La Lecture (Reading),1991
Berthe Morisot,French,Female,White,Not Hispanic or Latinx,La Lecture (Reading),1995
Berthe Morisot,French,Female,White,Not Hispanic or Latinx,La Lecture (Reading),2001
Berthe Morisot,French,Female,White,Not Hispanic or Latinx,Summer's Day,2007
Berthe Morisot,French,Female,White,Not Hispanic or Latinx,Summer's Day,2011
Bill Brandt,British,Male,White,Not Hispanic or Latinx,London Child,1991
Bill Brandt,British,Male,White,Not Hispanic or Latinx,London Child,1995
Bill Brandt,British,Male,White,Not Hispanic or Latinx,London Child,2001
Brassaï,Hungarian-French,Male,White,Not Hispanic or Latinx,"""Bijou"" of Montmartre",1986
Brassaï,Hungarian-French,Male,White,Not Hispanic or Latinx,"""Bijou"" of Montmartre",1991
Brassaï,Hungarian-French,Male,White,Not Hispanic or Latinx,"""Bijou"" of Montmartre",1995
Brassaï,Hungarian-French,Male,White,Not Hispanic or Latinx,"""Bijou"" of Montmartre",2001
Camille Pissarro,Danish-French,Male,White,Not Hispanic or Latinx,"The Côte des Boeufs at l'Hermitage, near Pontoise",1995
Camille Pissarro,Danish-French,Male,White,Not Hispanic or Latinx,"The Côte des Boeufs at l'Hermitage, near Pontoise",2001
Camille Pissarro,Danish-French,Male,White,Not Hispanic or Latinx,"Climbing Path, L'Hermitage, Pontoise",2007
Camille Pissarro,Danish-French,Male,White,Not Hispanic or Latinx,"Climbing Path, L'Hermitage, Pontoise",2011
Carleton Watkins,American,Male,White,Not Hispanic or Latinx,Yosemite Valley from the Best General View,2007
Carleton Watkins,American,Male,White,Not Hispanic or Latinx,Yosemite Valley from the Best General View,2011
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,The Polar Sea,1963
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,The Polar Sea,1969
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,The Polar Sea,1977
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,The Polar Sea,1986
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,The Polar Sea,1991
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,Abbey in an Oak Forest,1995
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,The Polar Sea,1995
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,Abbey in an Oak Forest,2001
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,The Polar Sea,2001
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,Abbey in an Oak Forest,2007
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,Monk by the Sea,2007
Caspar David Friedrich,German,Male,White,Not Hispanic or Latinx,Abbey in an Oak Forest,2011
Chaïm Soutine,Russian,Male,White,Not Hispanic or Latinx,Dead Fowl,1963
Chaïm Soutine,Russian,Male,White,Not Hispanic or Latinx,Dead Fowl,1969
Chaïm Soutine,Russian,Male,White,Not Hispanic or Latinx,Dead Fowl,1977
Chaïm Soutine,Russian,Male,White,Not Hispanic or Latinx,Dead Fowl,1986
Charles Demuth,American,Male,White,Not Hispanic or Latinx,I Saw the Figure 5 in Gold,1963
Charles Demuth,American,Male,White,Not Hispanic or Latinx,I Saw the Figure 5 in Gold,1969
Charles Demuth,American,Male,White,Not Hispanic or Latinx,I Saw the Figure 5 in Gold,1977
Charles Demuth,American,Male,White,Not Hispanic or Latinx,I Saw the Figure 5 in Gold,1986
Charles Demuth,American,Male,White,Not Hispanic or Latinx,I Saw the Figure 5 in Gold,1991
Charles Demuth,American,Male,White,Not Hispanic or Latinx,I Saw the Figure 5 in Gold,1995
Charles Demuth,American,Male,White,Not Hispanic or Latinx,I Saw the Figure 5 in Gold,2001
Charles Demuth,American,Male,White,Not Hispanic or Latinx,My Egypt,2007
Charles Demuth,American,Male,White,Not Hispanic or Latinx,My Egypt,2011
Cindy Sherman,American,Female,White,Not Hispanic or Latinx,Untitled Film Still #2,1995
Cindy Sherman,American,Female,White,Not Hispanic or Latinx,Untitled Film Still #2,2001
Cindy Sherman,American,Female,White,Not Hispanic or Latinx,Untitled Film Still #15,2007
Cindy Sherman,American,Female,White,Not Hispanic or Latinx,Untitled Film Still #15,2011
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Water Lilies, Giverny",1963
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Water Lilies, Giverny",1969
Claude Monet,French,Male,White,Not Hispanic or Latinx,"The River (Au Bord de l'Eau, Bennecourt)",1977
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Water Lilies, Giverny",1977
Claude Monet,French,Male,White,Not Hispanic or Latinx,"The River (Au Bord de l'Eau, Bennecourt)",1986
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Water Lilies, Giverny",1986
Claude Monet,French,Male,White,Not Hispanic or Latinx,"The River (Au Bord de l'Eau, Bennecourt)",1991
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Water Lilies, Giverny",1991
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Red Boats, Argenteuil",1995
Claude Monet,French,Male,White,Not Hispanic or Latinx,"The River (Au Bord de l'Eau, Bennecourt)",1995
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Water Lilies, Giverny",1995
Claude Monet,French,Male,White,Not Hispanic or Latinx,"On the Bank of the Seine, Bennecourt",2001
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Red Boats, Argenteuil",2001
Claude Monet,French,Male,White,Not Hispanic or Latinx,Water Lilies,2001
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Boulevard des Capucines, Paris",2007
Claude Monet,French,Male,White,Not Hispanic or Latinx,"On the Bank of the Seine, Bennecourt",2007
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Wheatstack, Sun in the Mist",2007
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Impression, Sunrise",2011
Claude Monet,French,Male,White,Not Hispanic or Latinx,"On the Bank of the Seine, Bennecourt",2011
Claude Monet,French,Male,White,Not Hispanic or Latinx,The Gare Saint-Lazare: Arrival of a Train,2011
Claude Monet,French,Male,White,Not Hispanic or Latinx,"Wheatstack, Sun in the Mist",2011
Dante Gabriel Rossetti,British,Male,White,Not Hispanic or Latinx,Ecce Ancilla Domini,1969
Dante Gabriel Rossetti,British,Male,White,Not Hispanic or Latinx,Ecce Ancilla Domini,1977
Dante Gabriel Rossetti,British,Male,White,Not Hispanic or Latinx,Ecce Gabriel Rossetti,1986
Dante Gabriel Rossetti,British,Male,White,Not Hispanic or Latinx,Ecce Ancilla Domini,1991
Dante Gabriel Rossetti,British,Male,White,Not Hispanic or Latinx,Beata Beatrix,1995
Dante Gabriel Rossetti,British,Male,White,Not Hispanic or Latinx,Beata Beatrix,2001
Dante Gabriel Rossetti,British,Male,White,Not Hispanic or Latinx,Beata Beatrix,2007
Dante Gabriel Rossetti,British,Male,White,Not Hispanic or Latinx,Prosperpine,2011
David Hockney,British,Male,White,Not Hispanic or Latinx,"Gregory Watching the Snow Fall, Kyoto, Feb. 21, 1983",1986
David Hockney,British,Male,White,Not Hispanic or Latinx,"Gregory Watching the Snow Fall, Kyoto, Feb. 21, 1983",1991
David Hockney,British,Male,White,Not Hispanic or Latinx,"Gregory Watching the Snow Fall, Kyoto, Feb. 21, 1983",1995
David Hockney,British,Male,White,Not Hispanic or Latinx,"Gregory Watching the Snow Fall, Kyoto, Feb. 21, 1983",2001
David Salle,American,Male,White,Not Hispanic or Latinx,Miner,1995
David Wojnarowicz,American,Male,White,Not Hispanic or Latinx,Death in the Cornfield,1995
David Wojnarowicz,American,Male,White,Not Hispanic or Latinx,Death in the Cornfield,2001
Diego Rivera,Mexican,Male,White,Hispanic or Latinx,"Man, Controller of the Universe",2007
Diego Rivera,Mexican,Male,White,Hispanic or Latinx,"Man, Controller of the Universe",2011
Don Eddy,American,Male,White,Not Hispanic or Latinx,New Shoes for H,1977
Don Eddy,American,Male,White,Not Hispanic or Latinx,Photograph for New Shoes for H,1977
Don Eddy,American,Male,White,Not Hispanic or Latinx,New Shoes for H,1986
Don Eddy,American,Male,White,Not Hispanic or Latinx,Photograph for New Shoes for H,1986
Don Eddy,American,Male,White,Not Hispanic or Latinx,New Shoes for H,1991
Don Eddy,American,Male,White,Not Hispanic or Latinx,Photograph for New Shoes for H,1991
Don Eddy,American,Male,White,Not Hispanic or Latinx,New Shoes for H,1995
Don Eddy,American,Male,White,Not Hispanic or Latinx,Photograph for New Shoes for H,1995
Dorothea Lange,American,Female,White,Not Hispanic or Latinx,"Migrant Mother, California",1986
Dorothea Lange,American,Female,White,Not Hispanic or Latinx,"Migrant Mother, California",1991
Dorothea Lange,American,Female,White,Not Hispanic or Latinx,"Migrant Mother, California",1995
Dorothea Lange,American,Female,White,Not Hispanic or Latinx,"Migrant Mother, California",2001
Dorothea Lange,American,Female,White,Not Hispanic or Latinx,"Migrant Mother, California",2007
